ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
10TH & GARFIELD,94,94000,0,TRAFFIC,1,B6-076727,1653,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1645,SUN,2016/08/21 00:00:00+00,1650,0,0,20062
1100 BLOCK OF MILITARY RD,18,25211,9510,MS PERS JUV,76,B6-076619,1047,2016/08/21 00:00:00+00,,2016/08/21 00:00:00+00,1040,,,,0,0,20063
1100 BLOCK OF N 25TH ST,16,5000,4151,ASLT NO WEAP,80,B6-076573,442,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,230,SUN,2016/08/21 00:00:00+00,442,0,0,20064
1100 BLOCK OF S 30TH ST,564,5100,4152,ASLT NO WEAP,80,B6-076625,1104,2016/08/21 00:00:00+00,THU,2016/08/18 00:00:00+00,1000,,,,0,0,20065
1100 BLOCK OF S 33RD ST,61,5000,4152,ASLT NO WEAP,80,B6-076599,910,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,909,,,,0,0,20066
1200 BLOCK OF S 27TH ST,566,23800,6501,LSB $200 +,10,B6-076636,1151,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1010,SUN,2016/08/21 00:00:00+00,1130,1430,0,20067
1200 BLOCK OF WASHINGTON ST,94,9000,7511,CONT MINOR,84,B6-076652,1233,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,800,SUN,2016/08/21 00:00:00+00,1230,0,0,20068
1300 BLOCK OF C ST,85,6000,5113,BURG RU FE,80,B6-076802,2115,2016/08/21 00:00:00+00,SUN,2016/08/07 00:00:00+00,1000,SUN,2016/08/21 00:00:00+00,2030,910,0,20069
2500 BLOCK OF N 67TH ST,42,27111,8600,NARCOTICS,89,B6-075540,1512,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1500,THU,2016/08/18 00:00:00+00,1512,0,0,20070
1300 BLOCK OF O ST,78,27111,8600,NARCOTICS,1,B6-076535,231,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,200,SUN,2016/08/21 00:00:00+00,230,0,0,20071
13TH & SOUTH,95,27111,8600,NARCOTICS,2,B6-076812,2208,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1941,,,,0,0,20072
2500 BLOCK OF N ST,70,5300,4241,ASLT PO/N WP,84,B6-075366,202,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,40,THU,2016/08/18 00:00:00+00,100,0,0,20073
13TH & WASHINGTON,94,23500,6301,LFA $200 +,2,B6-076785,2024,2016/08/21 00:00:00+00,TUE,2016/08/16 00:00:00+00,15,TUE,2016/08/16 00:00:00+00,200,315,0,20074
100 BLOCK OF S CENTENNIAL MALL,79,27111,8600,NARCOTICS,3,B6-076092,123,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,120,SAT,2016/08/20 00:00:00+00,123,0,0,20075
2900 BLOCK OF A ST,101,5100,4152,ASLT NO WEAP,84,B6-076660,1306,2016/08/21 00:00:00+00,FRI,2016/08/19 00:00:00+00,1600,SUN,2016/08/21 00:00:00+00,600,0,0,20076
6100 BLOCK OF HAVELOCK AVE,5,42200,9443,VAND/VEH,1,B6-075400,737,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,2030,THU,2016/08/18 00:00:00+00,730,0,100,20077
31ST & O,63,27111,8600,NARCOTICS,1,B6-075706,2,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1,FRI,2016/08/19 00:00:00+00,1,0,0,20078
2500 BLOCK OF N ST,70,9100,7500,CHILD A/N,84,B6-075367,204,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,2349,THU,2016/08/18 00:00:00+00,204,0,0,20079
1400 BLOCK OF N 46TH ST,34,9500,7500,CHILD A/N,84,B6-076673,1239,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1239,,,,0,0,20080
100 BLOCK OF SW 48TH ST,151,41000,7200,AT TRK/BUS,25,B6-076202,929,2016/08/20 00:00:00+00,FRI,2016/08/19 00:00:00+00,1700,SAT,2016/08/20 00:00:00+00,300,25000,0,20081
2900 BLOCK OF DUDLEY ST,15,5000,4152,ASLT NO WEAP,84,B6-076554,321,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,310,SUN,2016/08/21 00:00:00+00,321,0,0,20082
6100 BLOCK OF O ST,47,23400,6602,LFB $50-199,17,B6-075550,1536,2016/08/18 00:00:00+00,TUE,2016/08/16 00:00:00+00,1300,TUE,2016/08/16 00:00:00+00,1500,145,0,20083
3300 BLOCK OF HOLDREGE ST,33,27111,8600,NARCOTICS,1,B6-075723,106,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,105,FRI,2016/08/19 00:00:00+00,106,0,0,20084
1100 BLOCK OF ISAAC DR,140,41000,7100,AT CAR,80,B6-076872,716,2016/08/22 00:00:00+00,SUN,2016/08/21 00:00:00+00,2230,MON,2016/08/22 00:00:00+00,700,1300,0,20085
2500 BLOCK OF O ST,71,9200,7500,CHILD A/N,24,B6-075548,1531,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1525,THU,2016/08/18 00:00:00+00,1531,0,0,20086
1400 BLOCK OF N 46TH ST,34,9500,7500,CHILD A/N,84,B6-076674,1417,2016/08/21 00:00:00+00,TUE,2016/08/16 00:00:00+00,1700,,,,0,0,20087
1000 BLOCK OF GOODHUE BLVD,85,61000,8200,PHONE/COMP,83,B6-076460,2312,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1900,SAT,2016/08/20 00:00:00+00,2300,0,0,20088
2900 BLOCK OF NW 12TH ST,139,5000,4151,ASLT NO WEAP,86,B6-076565,418,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,300,SUN,2016/08/21 00:00:00+00,417,0,0,20089
6100 BLOCK OF THORNTON DR,165,13000,0,DISTURBNCE,84,B6-075522,1402,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,800,THU,2016/08/18 00:00:00+00,1300,0,0,20090
3300 BLOCK OF HOLDREGE ST,33,27111,8600,NARCOTICS,1,B6-075732,135,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,135,,,,0,0,20091
1100 BLOCK OF NEW HAMPSHIRE ST,18,13000,0,DISTURBNCE,80,B6-076909,939,2016/08/22 00:00:00+00,MON,2016/08/15 00:00:00+00,0,MON,2016/08/22 00:00:00+00,930,0,0,20092
2500 BLOCK OF VINE ST,27,42000,9400,VANDALISM,84,B6-075659,2033,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,2000,THU,2016/08/18 00:00:00+00,2033,0,100,20093
1400 BLOCK OF O ST,78,29300,9100,FRAUD,24,B6-076523,148,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2200,SUN,2016/08/21 00:00:00+00,148,0,0,20094
33RD & T,30,27111,8600,NARCOTICS,1,B6-075758,302,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,302,,,,0,0,20095
1000 BLOCK OF S 13TH ST,85,27111,8600,NARCOTICS,36,B6-076431,2159,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,2159,,,,0,0,20096
2900 BLOCK OF PINE LAKE RD,178,23300,6203,LSL $1-49,26,B6-076753,1822,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1730,SUN,2016/08/21 00:00:00+00,1821,20,0,20097
6200 BLOCK OF LOGAN AVE,5,23600,6401,LAA $200 +,1,B6-075351,19,2016/08/18 00:00:00+00,SUN,2016/08/14 00:00:00+00,1500,THU,2016/08/18 00:00:00+00,15,585,0,20098
3400 BLOCK OF STARR ST,33,25211,9510,MS PERS JUV,80,B6-075953,1725,2016/08/19 00:00:00+00,,2016/08/19 00:00:00+00,1530,,,,0,0,20099
300 BLOCK OF CHARLESTON ST,146,5000,4152,ASLT NO WEAP,10,B6-076654,1240,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1230,SUN,2016/08/21 00:00:00+00,1240,0,0,20100
1200 BLOCK OF S 26TH ST,466,42000,9400,VANDALISM,84,B6-076131,350,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,300,SAT,2016/08/20 00:00:00+00,318,0,50,20101
1100 BLOCK OF ORCHARD ST,37,23500,6304,LFA ATTEMPT,84,B6-076834,38,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,38,,,,0,0,20102
2600 BLOCK OF SW 17TH ST,156,6000,5133,BURG RU ATT,80,B6-075675,2122,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,700,THU,2016/08/18 00:00:00+00,1600,0,50,20103
1500 BLOCK OF CENTER PARK RD,162,42000,9443,VAND/VEH,12,B6-076685,1400,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,130,SUN,2016/08/21 00:00:00+00,1130,0,500,20104
27TH & THERESA,113,27111,8600,NARCOTICS,1,B6-075376,312,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,312,,,,0,0,20105
1200 BLOCK OF S 26TH ST,466,61111,8200,PHONE/COMP,84,B6-076081,201,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,100,SAT,2016/08/20 00:00:00+00,130,0,0,20106
3400 BLOCK OF STARR ST,33,42000,9443,VAND/VEH,80,B6-075925,1619,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1500,FRI,2016/08/19 00:00:00+00,1600,0,350,20107
1600 BLOCK OF WASHINGTON ST,94,9500,7500,CHILD A/N,82,B6-076672,1414,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1400,SUN,2016/08/21 00:00:00+00,1414,0,0,20108
300 BLOCK OF N 33RD ST,31,13000,0,DISTURBNCE,80,B6-076780,1954,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1900,SUN,2016/08/21 00:00:00+00,1954,0,0,20109
11TH & SUMNER,94,23800,6501,LSB $200 +,1,B6-076863,619,2016/08/22 00:00:00+00,SUN,2016/08/21 00:00:00+00,2230,MON,2016/08/22 00:00:00+00,600,1300,0,20110
6400 BLOCK OF JUDSON ST,7,9000,7500,CHILD A/N,88,B6-075450,1042,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,800,THU,2016/08/18 00:00:00+00,1042,0,0,20111
2800 BLOCK OF N 48TH ST,11,29300,9100,FRAUD,25,B6-075523,1448,2016/08/18 00:00:00+00,FRI,2016/08/12 00:00:00+00,1330,SAT,2016/08/13 00:00:00+00,534,0,0,20112
12TH & R,74,27111,8600,NARCOTICS,1,B6-076447,2243,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,2243,SAT,2016/08/20 00:00:00+00,2243,0,0,20113
3600 BLOCK OF ST PAUL AVE,12,5100,4152,ASLT NO WEAP,80,B6-076034,2251,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,2240,FRI,2016/08/19 00:00:00+00,2245,0,0,20114
1700 BLOCK OF BROOKHAVEN DR,49,23500,6302,LFA $50-199,80,B6-076690,1457,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2000,SUN,2016/08/21 00:00:00+00,1450,50,0,20115
300 BLOCK OF N 48TH ST,35,9200,7500,CHILD A/N,17,B6-076627,1113,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,1113,,,,0,0,20116
1200 BLOCK OF RADCLIFF ST,166,5000,4152,ASLT NO WEAP,75,B6-077085,1809,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1730,MON,2016/08/22 00:00:00+00,1735,0,0,20117
6800 BLOCK OF SHADOW RIDGE RD,164,13000,0,DISTURBNCE,80,B6-075482,1241,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1230,THU,2016/08/18 00:00:00+00,1240,0,0,20118
2900 BLOCK OF N 36TH ST,12,27111,8600,NARCOTICS,1,B6-075578,1706,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1635,,,,0,0,20119
1300 BLOCK OF B ST,85,27222,8600,NARCOTICS,82,B6-076485,2322,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,2322,,,,0,0,20120
3800 BLOCK OF W O ST,151,12000,0,DISTURBNCE,75,B6-075763,505,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,200,FRI,2016/08/19 00:00:00+00,210,0,0,20121
1700 BLOCK OF E ST,68,42000,9400,VANDALISM,83,B6-076745,1801,2016/08/21 00:00:00+00,FRI,2016/08/19 00:00:00+00,1700,SUN,2016/08/21 00:00:00+00,1750,0,150,20122
300 BLOCK OF NW 18TH ST,149,24244,0,TRESPASS,80,B6-076695,1443,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,1300,SAT,2016/08/20 00:00:00+00,1500,0,0,20123
1400 BLOCK OF N 23RD ST,16,61009,8200,PHONE/COMP,69,B6-077066,1712,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1645,MON,2016/08/22 00:00:00+00,1712,0,0,20124
700 BLOCK OF W LEON DR,140,61000,8200,PHONE/COMP,80,B6-075639,1945,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1700,THU,2016/08/18 00:00:00+00,1945,0,0,20125
2900 BLOCK OF P ST,31,6000,5132,BURG RN ATT,84,B6-075677,2140,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1920,,,,0,0,20126
1300 BLOCK OF D ST,85,23800,6502,LSB $50-199,84,B6-E00335,1235,2016/08/20 00:00:00+00,,2016/08/18 00:00:00+00,2130,,2016/08/19 00:00:00+00,830,100,0,20127
3800 BLOCK OF W O ST,150,12000,0,DISTURBNCE,75,B6-075868,1344,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1318,FRI,2016/08/19 00:00:00+00,1318,0,0,20128
1800 BLOCK OF BROOKHAVEN DR,49,23500,6301,LFA $200 +,80,B6-076604,920,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,100,SUN,2016/08/21 00:00:00+00,910,242,0,20129
3000 BLOCK OF N 68TH ST,7,25211,9510,MS PERS JUV,80,B6-076688,1418,2016/08/21 00:00:00+00,,2016/08/21 00:00:00+00,1322,,,,0,0,20130
1400 BLOCK OF N 56TH ST,38,5000,4152,ASLT NO WEAP,2,B6-077007,1531,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1520,MON,2016/08/22 00:00:00+00,1530,0,0,20131
7000 BLOCK OF CULWELLS CT,185,40222,0,SP SERVICE,80,B6-075427,931,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,700,THU,2016/08/18 00:00:00+00,930,0,0,20132
300 BLOCK OF N 48TH ST,35,9300,7500,CHILD A/N,3,B6-075703,2349,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,2300,THU,2016/08/18 00:00:00+00,2345,0,0,20133
300 BLOCK OF N 8TH ST,21,23300,6201,LSL $200 +,17,B6-075632,1920,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1645,THU,2016/08/18 00:00:00+00,1710,300,0,20134
300 BLOCK OF SPEEDWAY CIR,93,13000,0,DISTURBNCE,63,B6-075572,1636,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,720,THU,2016/08/18 00:00:00+00,1636,0,0,20135
3000 BLOCK OF N 68TH ST,7,25211,9510,MS PERS JUV,80,B6-075606,1740,2016/08/18 00:00:00+00,,2016/08/18 00:00:00+00,1700,,,,0,0,20136
3000 BLOCK OF W ST,30,27222,8600,NARCOTICS,1,B6-075625,1834,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1732,THU,2016/08/18 00:00:00+00,1817,0,0,20137
30TH & DUDLEY,15,27111,8600,NARCOTICS,1,B6-075363,143,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,143,,,,0,0,20138
3100 BLOCK OF NORTH HILL RD,116,25211,9510,MS PERS JUV,84,B6-075685,2221,2016/08/18 00:00:00+00,,2016/08/14 00:00:00+00,1500,,,,0,0,20139
3100 BLOCK OF NORTH HILL RD,116,9000,7500,CHILD A/N,84,B6-075698,2338,2016/08/18 00:00:00+00,SUN,2016/08/14 00:00:00+00,1500,THU,2016/08/18 00:00:00+00,2238,0,0,20140
3200 BLOCK OF POTTER ST,15,42000,9400,VANDALISM,2,B6-075652,2016,2016/08/18 00:00:00+00,SUN,2016/08/14 00:00:00+00,1300,THU,2016/08/18 00:00:00+00,1830,0,5000,20141
3300 BLOCK OF N 27TH ST,113,24166,0,PROP DAM,22,B6-075518,1356,2016/08/18 00:00:00+00,TUE,2016/08/16 00:00:00+00,800,TUE,2016/08/16 00:00:00+00,1200,0,350,20142
3300 BLOCK OF S 17TH ST,112,12401,0,DISTURBNCE,80,B6-075544,1522,2016/08/18 00:00:00+00,TUE,2016/08/16 00:00:00+00,2000,,,0,0,0,20143
3300 BLOCK OF SMITH ST,102,27111,8600,NARCOTICS,1,B6-075350,17,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,2356,THU,2016/08/18 00:00:00+00,7,0,0,20144
33RD & LEIGHTON,32,27111,8600,NARCOTICS,1,B6-075699,2334,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,2330,THU,2016/08/18 00:00:00+00,2334,0,0,20145
3500 BLOCK OF NW PALM CT,134,5100,4152,ASLT NO WEAP,81,B6-075508,1415,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1400,,,,0,0,20146
35TH & CORNHUSKER,113,27111,8600,NARCOTICS,1,B6-075372,235,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,220,THU,2016/08/18 00:00:00+00,234,0,0,20147
3800 BLOCK OF W O ST,150,5000,4152,ASLT NO WEAP,75,B6-075406,815,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,805,,,,0,0,20148
3800 BLOCK OF W O ST,150,42000,9400,VANDALISM,75,B6-075419,912,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,805,,,,0,120,20149
3900 BLOCK OF N 27TH ST,128,12000,0,DISTURBNCE,35,B6-075433,950,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,930,THU,2016/08/18 00:00:00+00,945,0,0,20150
400 BLOCK OF OREGON TRL,137,23500,6301,LFA $200 +,80,B6-075435,1011,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,1800,THU,2016/08/18 00:00:00+00,1000,1246,0,20151
40TH & HUNTINGTON,12,27111,8600,NARCOTICS,1,B6-075357,48,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,45,THU,2016/08/18 00:00:00+00,48,0,0,20152
4100 BLOCK OF ADAMS ST,11,37000,3405,ROB NO WEAP,80,B6-075615,1801,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1759,THU,2016/08/18 00:00:00+00,1801,377,0,20153
4100 BLOCK OF ADAMS ST,11,25211,9510,MS PERS JUV,80,B6-075697,2321,2016/08/18 00:00:00+00,,2016/08/18 00:00:00+00,2015,,,,0,0,20154
4100 BLOCK OF TERI LN,108,12000,0,DISTURBNCE,80,B6-075458,1051,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1010,MON,2016/08/01 00:00:00+00,1030,0,0,20155
4200 BLOCK OF MADISON AVE,11,5100,4152,ASLT NO WEAP,80,B6-075391,633,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,2230,,,,0,0,20156
4400 BLOCK OF PAWNEE ST,104,42000,9443,VAND/VEH,1,B6-075637,1942,2016/08/18 00:00:00+00,WED,2016/07/20 00:00:00+00,1300,SUN,2016/07/31 00:00:00+00,1500,0,50,20157
4600 BLOCK OF W HUNTINGTON AVE,150,23600,6403,LAA $1-49,21,B6-075525,1452,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,1800,WED,2016/08/17 00:00:00+00,1900,20,0,20158
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-075501,1354,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1330,THU,2016/08/18 00:00:00+00,1350,126,0,20159
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-075512,1436,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1436,,,,78,0,20160
4800 BLOCK OF GARLAND ST,39,23800,6501,LSB $200 +,84,B6-075424,927,2016/08/18 00:00:00+00,SUN,2016/08/14 00:00:00+00,2030,THU,2016/08/18 00:00:00+00,925,300,0,20161
48TH & CLEVELAND,9,27111,8600,NARCOTICS,1,B6-075705,2346,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,2346,,,,0,0,20162
4900 BLOCK OF KNOX ST,115,42000,9443,VAND/VEH,1,B6-075630,1907,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,100,THU,2016/08/18 00:00:00+00,1907,0,100,20163
500 BLOCK OF LAKEWOOD DR,208,11200,9910,DEATH,80,B6-075555,1545,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1540,THU,2016/08/18 00:00:00+00,1545,0,0,20164
500 BLOCK OF S 24TH ST,70,23500,6301,LFA $200 +,1,B6-075613,1759,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,840,THU,2016/08/18 00:00:00+00,1100,583,0,20165
5300 BLOCK OF S 39TH ST,83,9500,7500,CHILD A/N,80,B6-075549,1457,2016/08/18 00:00:00+00,MON,2016/08/01 00:00:00+00,800,THU,2016/08/18 00:00:00+00,1400,0,0,20166
5500 BLOCK OF WOODSVIEW ST,105,29400,9100,FRAUD,80,B6-075490,1300,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1100,THU,2016/08/18 00:00:00+00,1115,0,0,20167
5600 BLOCK OF LOGAN AVE,5,42000,9443,VAND/VEH,1,B6-075415,900,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,1930,THU,2016/08/18 00:00:00+00,645,0,1050,20168
5600 BLOCK OF PINE LAKE RD,184,23500,6304,LFA ATTEMPT,9,B6-075589,1715,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,900,THU,2016/08/18 00:00:00+00,1700,0,150,20169
5600 BLOCK OF S 31ST ST,177,9500,7500,CHILD A/N,84,B6-075481,1241,2016/08/18 00:00:00+00,WED,2016/08/17 00:00:00+00,1700,WED,2016/08/17 00:00:00+00,2000,0,0,20170
5800 BLOCK OF HAVELOCK AVE,5,24244,0,TRESPASS,80,B6-075686,2224,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,2200,THU,2016/08/18 00:00:00+00,2224,0,0,20171
5800 BLOCK OF N 33RD ST,116,27111,8600,NARCOTICS,90,B6-075443,1035,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1005,,,,0,0,20172
400 BLOCK OF S 25TH ST,70,9800,7500,CHILD A/N,81,B6-075865,1340,2016/08/19 00:00:00+00,SAT,2015/08/15 00:00:00+00,800,FRI,2016/08/19 00:00:00+00,1340,0,0,20173
3200 BLOCK OF S 13TH ST,111,23600,6401,LAA $200 +,12,B6-076649,1211,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,300,SUN,2016/08/21 00:00:00+00,1015,200,0,20174
1300 BLOCK OF FALL CREEK RD,53,23500,6301,LFA $200 +,80,B6-076208,959,2016/08/20 00:00:00+00,FRI,2016/08/19 00:00:00+00,2300,SAT,2016/08/20 00:00:00+00,900,440,100,20175
1800 BLOCK OF BROOKHAVEN DR,49,23500,6303,LFA $1-49,80,B6-076611,1009,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,2300,SUN,2016/08/21 00:00:00+00,630,6,0,20176
1300 BLOCK OF N 24TH ST,16,42000,9400,VANDALISM,80,B6-076362,1854,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1840,SAT,2016/08/20 00:00:00+00,1850,0,1200,20177
1400 BLOCK OF N 56TH ST,38,25211,9510,MS PERS JUV,35,B6-077022,1610,2016/08/22 00:00:00+00,,2016/08/22 00:00:00+00,1531,,,,0,0,20178
400 BLOCK OF W SAUNDERS AVE,136,56366,8440,ATT SUI-OD,84,B6-075902,1543,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1500,FRI,2016/08/19 00:00:00+00,1543,0,0,20179
3200 BLOCK OF S CODDINGTON AVE,171,23500,6301,LFA $200 +,10,B6-076796,2054,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,2000,SUN,2016/08/21 00:00:00+00,2054,448,0,20180
3200 BLOCK OF S CODDINGTON AVE,171,23500,6302,LFA $50-199,10,B6-076799,2103,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,2030,SUN,2016/08/21 00:00:00+00,2055,57,250,20181
7200 BLOCK OF OLD POST RD,207,23900,6901,LAR $200 +,83,B6-075603,1731,2016/08/18 00:00:00+00,THU,2016/08/18 00:00:00+00,1511,THU,2016/08/18 00:00:00+00,1545,1000,0,20182
1800 BLOCK OF SW 16TH ST,156,42000,9400,VANDALISM,80,B6-076736,1656,2016/08/21 00:00:00+00,SAT,2016/08/20 00:00:00+00,1,SUN,2016/08/21 00:00:00+00,1150,0,40,20183
1400 BLOCK OF SUMNER ST,94,6000,5111,BURG RD FE,84,B6-077149,2103,2016/08/22 00:00:00+00,TUE,2016/08/16 00:00:00+00,1630,TUE,2016/08/16 00:00:00+00,1730,200,0,20184
3300 BLOCK OF GRIMSBY LN,112,35333,0,SUSP VEH,1,B6-076813,2207,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,2207,,,,0,0,20185
7300 BLOCK OF ANDY DR,299,29100,9100,FRAUD,80,B6-075459,1117,2016/08/18 00:00:00+00,SUN,2016/08/07 00:00:00+00,1200,TUE,2016/08/09 00:00:00+00,1700,0,0,20186
13TH & F,85,27111,8600,NARCOTICS,1,B6-076136,318,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,318,,,,0,0,20187
4000 BLOCK OF S 35TH ST,108,45111,8111,ARSON,80,B6-075884,1449,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,1445,FRI,2016/08/19 00:00:00+00,1449,0,20,20188
1900 BLOCK OF SW 34TH ST,159,42000,9400,VANDALISM,80,B6-076620,1050,2016/08/21 00:00:00+00,SUN,2016/08/14 00:00:00+00,800,SAT,2016/08/20 00:00:00+00,800,0,50,20189
1500 BLOCK OF SUPERIOR ST,129,42000,9400,VANDALISM,57,B6-077068,1709,2016/08/22 00:00:00+00,MON,2016/08/22 00:00:00+00,1655,MON,2016/08/22 00:00:00+00,1701,0,100,20190
33RD & T,30,27111,8600,NARCOTICS,1,B6-076511,111,2016/08/21 00:00:00+00,SUN,2016/08/21 00:00:00+00,111,,,,0,0,20191
800 BLOCK OF JUDSON ST,126,42000,9443,VAND/VEH,1,B6-075408,838,2016/08/18 00:00:00+00,FRI,2016/08/12 00:00:00+00,1900,TUE,2016/08/16 00:00:00+00,700,0,450,20192
1400 BLOCK OF E ST,85,35222,0,SUSP PERS,3,B6-076336,1736,2016/08/20 00:00:00+00,SAT,2016/08/20 00:00:00+00,1655,,,,0,0,20193
4200 BLOCK OF N 61ST ST,5,23400,6602,LFB $50-199,76,B6-075809,957,2016/08/19 00:00:00+00,FRI,2016/08/19 00:00:00+00,950,FRI,2016/08/19 00:00:00+00,957,105,0,20194
